1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,0,0,0,0,0,0,400,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,400,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,400,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,
1,400,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,1,
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1,
1,0,0,0,0,400,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,1,
1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,200,0,0,0,0,400,0,0,0,0,400,0,0,0,0,0,1,
1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,400,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000,0,0,0,200,0,0,0,0,0,0,200,0,0,0,0,400,0,500,1
1,1,1,1,1,1,1,1,1,1,1,1,1,700,700,1,1,1,1,1,1,1,700,700,1,1,1,1,1,700,700,700,700,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
